"B08303_001E","B08303_001M","B08303_002E","B08303_002M","B08303_003E","B08303_003M","B08303_004E","B08303_004M","B08303_005E","B08303_005M","B08303_006E","B08303_006M","B08303_007E","B08303_007M","B08303_008E","B08303_008M","B08303_009E","B08303_009M","B08303_010E","B08303_010M","B08303_011E","B08303_011M","B08303_012E","B08303_012M","B08303_013E","B08303_013M","GEO_ID","NAME"
"4201848","22836","90954","5720","334850","9285","559746","14151","654763","14983","606739","13659","258340","8770","584268","12331","130866","7038","161374","7037","407847","11263","298111","9019","113990","6267","0400000US13","Georgia"
"654942","7845","19632","2136","53910","3255","83870","4180","87365","4718","90225","5476","32241","2682","112223","4925","17349","2402","25436","2282","63725","3996","48983","3805","19983","2291","0400000US15","Hawaii"
"670046","10145","39701","3885","104976","5695","114659","5388","114863","6481","96812","5192","37738","3326","72752","4463","15304","2879","13922","2097","29728","2900","19853","2191","9738","1456","0400000US16","Idaho"
"5778728","24381","159716","6092","539766","11020","702496","13650","750056","14829","749176","12780","339585","9113","804820","12598","185855","6557","276896","8485","601172","12619","502823","11401","166367","6407","0400000US17","Illinois"
"2929423","16075","104120","5073","353788","10054","457812","11087","488586","9636","426738","12012","196512","7583","353657","8529","87171","4706","105941","5637","189213","6771","114159","5044","51726","3606","0400000US18","Indiana"
"1490887","10075","102822","4635","275239","8274","264959","6654","260433","8025","201732","5516","83793","3932","131263","4749","30889","2069","32844","2221","58273","3219","30216","2385","18424","1943","0400000US19","Iowa"
"1332635","10425","83468","3606","212875","7456","240992","7304","232378","6547","199210","7061","83683","4233","129941","5607","26779","2148","28928","2363","52780","3028","25794","2446","15807","1703","0400000US20","Kansas"
"1818841","13406","71139","4986","212336","6991","277044","8645","315699","8848","278968","8428","120359","5352","226138","7837","49518","3647","56931","3601","111291","5455","67170","3976","32248","3118","0400000US21","Kentucky"
"1934748","14680","64762","4692","209414","7515","294596","9152","312482","8848","301905","9631","104622","5972","273418","11183","44498","3990","49074","4232","123650","6199","91980","5933","64347","4400","0400000US22","Louisiana"
"603954","7229","29457","2755","75486","4117","91785","4963","97769","4901","87171","4570","37765","3302","65379","4080","18453","2106","20618","1986","42600","3309","24751","2504","12720","1573","0400000US23","Maine"
"2837275","13757","44361","3239","166902","6164","275982","7987","346359","8256","372927","10654","173771","7238","428700","9677","112899","5497","153938","6490","334304","9171","310564","7339","116568","5631","0400000US24","Maryland"
"3232609","20461","77700","4828","279575","8410","396962","9876","441691","10345","423606","11193","191414","6905","447659","9436","103459","3929","152548","6358","335453","8572","285564","7952","96978","4014","0400000US25","Massachusetts"
"4196854","21335","136111","5689","462272","10854","605797","10629","674138","10807","647433","10290","292253","7786","508006","10571","134535","4530","162568","5144","308240","8307","187307","5736","78194","3742","0400000US26","Michigan"
"2667269","13500","105054","4811","319996","7839","395365","6819","419993","9353","392461","8807","192049","6538","332963","8250","82694","3809","99214","4217","180995","6021","104673","4410","41812","2619","0400000US27","Minnesota"
"1168561","11399","41778","3483","136958","6218","190991","7301","197451","7071","167064","7039","68382","4615","150902","7671","28726","3256","35860","3596","73657","4361","47115","3587","29677","3128","0400000US28","Mississippi"
"2647602","15807","100361","5423","310254","8407","391000","11298","429938","10049","416097","9388","180834","6893","343411","9109","78436","4328","89188","4996","180379","6926","86869","4241","40835","2839","0400000US29","Missouri"
"453422","5317","32539","2658","85845","3672","97246","4707","90911","4834","52837","3564","17227","1639","32906","2677","4750","996","7370","1064","14185","1666","9748","1369","7858","1375","0400000US30","Montana"
"928530","7417","61525","3438","162093","5640","174052","6451","167830","6043","135426","5148","52798","2898","83396","4026","14904","1362","17429","1643","31232","2131","17363","1866","10482","1301","0400000US31","Nebraska"
"1238418","11295","31721","3119","104397","5358","170072","8029","207208","8266","238789","7277","104217","6394","200175","7011","27319","2826","34752","3327","54526","4607","38174","3279","27068","3138","0400000US32","Nevada"
"644441","7170","25666","2701","75086","4717","82088","4973","87742","4398","81865","5030","42146","3337","80685","4132","22424","1971","29270","2896","55426","3007","41068","3068","20975","2494","0400000US33","New Hampshire"
"4101270","20469","89788","4751","320296","11173","485537","9715","526199","10725","541869","13077","247301","7210","536299","11657","122740","6034","195654","7676","400533","9953","437215","10846","197839","7042","0400000US34","New Jersey"
"830987","9449","31198","3075","110469","6458","155903","7080","148689","6369","121106","5577","44082","3677","95133","5854","15917","2066","19399","2282","45448","4368","27274","2537","16369","2075","0400000US35","New Mexico"
"8808065","29421","222969","7417","652886","13788","919508","15634","1043162","16091","1080800","17590","468428","11483","1254871","21800","263321","8841","457830","13178","962352","15611","1006767","14800","475171","9371","0400000US36","New York"
"4221920","20777","123442","6126","428222","11001","637951","13447","727737","13721","668550","14368","295016","9796","548840","11948","122517","6480","138348","6826","288861","8508","168327","6210","74109","4844","0400000US37","North Carolina"
"368137","4956","31969","2420","79902","4299","85719","3658","64780","3652","40110","3421","10311","1162","19030","2006","3063","690","4201","833","10133","1233","11582","1439","7337","1280","0400000US38","North Dakota"
"5136488","21793","177876","7576","571986","13395","745561","10850","836335","15793","834194","13925","410051","9167","645542","10610","165929","5133","177271","6296","319601","9676","171211","6769","80931","4203","0400000US39","Ohio"
"1661975","10201","70778","4084","231010","6507","275441","7075","293220","6868","255897","5776","104940","4737","203456","5193","34378","2594","36933","2423","82156","3002","46291","2894","27475","2558","0400000US40","Oklahoma"
"1666823","13510","68892","5244","207184","8378","256438","9344","281650","8238","253668","7787","101123","5066","199003","8224","41123","2846","56070","3863","101472","5056","68753","4557","31447","3020","0400000US41","Oregon"
"5687033","23133","189126","7237","567831","10212","785446","13869","840680","14956","814441","14892","368051","9243","727301","12427","181483","5420","241380","7419","478395","9158","334846","8270","158053","6996","0400000US42","Pennsylvania"
"485922","7043","12536","1759","52670","3927","75082","4712","80610","4026","77070","4944","33917","3473","61993","4243","12995","1824","17363","2156","30220","2408","20056","2794","11410","1584","0400000US44","Rhode Island"
"2045227","15948","62631","4427","198090","7757","296472","8784","342285","8537","337083","10988","139426","6469","284904","10300","62739","3681","63753","4722","139389","5879","81046","4624","37409","3297","0400000US45","South Carolina"
"411699","4697","37117","2604","85288","3799","85807","4415","73093","3823","50944","3305","19177","2188","27981","1944","4018","712","5426","890","10712","1237","7875","1247","4261","952","0400000US46","South Dakota"
"2759479","17781","76362","4291","261936","9418","400230","12257","444367","9838","442017","8900","193196","7641","393733","9961","82550","4937","92784","5870","208967","8800","117509","6312","45828","3301","0400000US47","Tennessee"
"11781625","35811","333159","9125","1146354","17575","1613942","25069","1881889","27907","1730868","22085","691516","17499","1746800","27122","316053","10772","408672","11363","992503","16301","673752","16589","246117","8371","0400000US48","Texas"
"1271929","9185","53418","3881","172753","5950","212401","7690","218224","7651","206037","6894","77424","3923","140585","5428","26617","2727","33481","3054","67763","3844","43068","3426","20158","2088","0400000US49","Utah"
"294505","4783","14711","1517","39726","2485","46295","3493","45428","2460","42141","2940","22290","1935","35364","2539","7223","1085","8865","1319","18347","1497","9983","1378","4132","770","0400000US50","Vermont"
"3886282","18776","84701","4918","313512","9535","471672","12580","590811","10700","582450","11424","259913","8600","537947","10580","128887","6046","162741","6710","352811","10403","275424","8638","125413","4780","0400000US51","Virginia"
"3128904","17809","91908","4839","287273","8860","411210","11933","469992","11983","450123","12577","207826","7330","430593","11757","106432","4834","130771","5792","257908","7655","199353","6660","85515","5044","0400000US53","Washington"
"713804","9438","29244","3181","79659","4479","103893","4931","118197","6376","101080","4830","39736","3081","80772","4578","18463","2321","21324","2260","55565","3587","40686","2779","25185","2728","0400000US54","West Virginia"
"2752737","12405","128675","5098","379174","7617","459003","7940","446747","8854","404231","8632","187561","5916","297845","6913","74062","3298","90049","4098","154045","4570","86007","4316","45338","2515","0400000US55","Wisconsin"
"281985","4759","22515","2483","65407","4485","63859","3899","46135","3926","24028","3187","8048","1765","19099","2446","2619","773","3417","852","9798","1634","9721","1818","7339","1387","0400000US56","Wyoming"
"991596","12112","20079","2923","68785","4348","112822","5637","147790","6957","135480","5868","50680","3696","171736","7755","22052","2593","49230","4324","82965","5403","91418","5474","38559","3855","0400000US72","Puerto Rico"
