"B08303_001E","B08303_001M","B08303_002E","B08303_002M","B08303_003E","B08303_003M","B08303_004E","B08303_004M","B08303_005E","B08303_005M","B08303_006E","B08303_006M","B08303_007E","B08303_007M","B08303_008E","B08303_008M","B08303_009E","B08303_009M","B08303_010E","B08303_010M","B08303_011E","B08303_011M","B08303_012E","B08303_012M","B08303_013E","B08303_013M","GEO_ID","NAME"
"1852287","13833","64447","4526","209569","9140","290188","8250","318923","8723","286884","9267","117358","5792","235550","7815","53629","3835","55660","3963","114189","4563","73422","4976","32468","2988","0400000US21","Kentucky"
"1937891","14853","61059","4478","207996","8821","301343","11253","326865","9472","293349","9549","113480","7224","258409","8319","42860","3729","53263","4453","130187","6649","93216","6172","55864","4529","0400000US22","Louisiana"
"607191","7916","29818","3032","76696","4368","92700","4812","93827","4519","76343","4100","42982","3604","71825","4739","20106","2358","19568","1880","43538","3422","26101","2339","13687","2644","0400000US23","Maine"
"2900577","15090","43396","4307","168126","6868","272812","9577","364710","9658","370589","10704","182610","7396","420100","11798","112741","5682","150816","7216","361080","9729","327832","8957","125765","5846","0400000US24","Maryland"
"3324848","18397","75062","4676","277040","8415","392781","9412","433364","11308","431513","9968","196788","7232","475149","12043","112668","4892","159993","7796","351687","10318","307120","7955","111683","6300","0400000US25","Massachusetts"
"4312029","19320","128656","5125","458949","10135","638267","11494","704017","12213","646586","10996","303745","7989","539769","8951","132784","4917","173108","5829","317760","7781","186979","6249","81409","4168","0400000US26","Michigan"
"2701150","11132","100925","3951","337355","8819","392717","8120","420642","9414","400613","8801","199858","6659","338723","7555","85405","4730","103159","4772","174108","5490","104094","4882","43551","2721","0400000US27","Minnesota"
"1187935","13776","39627","3138","134181","7274","189107","8149","196457","6923","179145","7743","72451","4998","162976","7666","28346","2981","29874","2985","79280","5475","45264","3562","31227","3006","0400000US28","Mississippi"
"2715276","17846","99730","5619","318109","10092","388099","10350","441537","10738","408577","10175","181420","6901","372037","9111","82903","5171","95083","5504","181412","6515","99659","5345","46710","3772","0400000US29","Missouri"
"464730","6167","39506","2871","86910","4221","101051","5198","89761","4807","56085","4005","17748","2142","32561","2530","4680","892","7180","1136","12159","1517","9871","1425","7218","1411","0400000US30","Montana"
"931182","8300","64468","3674","158720","5958","170117","5759","155528","5279","143845","5577","62249","3424","86185","4369","16005","2026","15253","1579","31763","2645","16272","1918","10777","1522","0400000US31","Nebraska"
"1298808","11065","26692","2939","98750","5778","180483","7861","222900","7752","240116","9568","111685","5995","211245","8179","34431","3310","40935","3261","65277","3851","41336","3436","24958","2518","0400000US32","Nevada"
"661417","7223","28134","3783","68979","4382","90810","5078","93330","4641","87607","5049","47027","3527","79483","4693","21826","2456","29059","2829","52329","2979","40576","3426","22257","2118","0400000US33","New Hampshire"
"4137529","23123","83444","4685","325024","9666","477005","11402","514407","11824","535378","10732","264455","9201","541194","12961","128898","5175","196091","7461","421404","10152","438706","10669","211523","7299","0400000US34","New Jersey"
"833268","8499","28970","2965","115513","6647","143355","5878","146746","6594","131055","6183","41711","3510","95475","5735","14964","2556","21199","2214","49343","4101","30394","3042","14543","1816","0400000US35","New Mexico"
"8891344","27148","198955","6993","633201","12555","900794","15475","1039322","17009","1066216","17636","479132","11881","1258236","21840","267076","9031","470659","10904","980813","15323","1100503","20171","496437","11445","0400000US36","New York"
"4376042","20809","113761","6041","414616","11856","640447","13984","750942","15314","689765","13582","312150","9946","602734","13177","138964","6573","147429","6309","311070","9866","175464","6797","78700","4789","0400000US37","North Carolina"
"385232","5264","33331","2661","74404","4460","84735","4622","81419","4622","39699","3187","12507","1678","22945","2064","3535","960","4949","1161","12067","2110","8107","1313","7534","1391","0400000US38","North Dakota"
"5201642","23525","180235","6416","572592","10933","749131","14265","850823","13522","833254","13385","417471","10478","645581","13052","169316","7167","185001","6664","327882","8856","185927","7455","84429","4247","0400000US39","Ohio"
"1655428","10531","71280","3722","228030","6448","272418","8628","289119","8294","254867","7165","104317","4014","201509","6222","37947","2420","42144","2741","81198","3393","47284","2806","25315","1972","0400000US40","Oklahoma"
"1773710","13766","66882","4146","214416","8664","272824","10559","293860","7951","248532","6773","111428","5591","214879","9220","50642","3320","61673","3951","121839","5835","81883","4843","34852","3316","0400000US41","Oregon"
"5687611","24657","173029","6841","576066","13884","753364","10831","826662","12676","792687","11722","387247","9870","727973","13031","185292","5865","248521","8234","488657","10283","360963","9762","167150","5557","0400000US42","Pennsylvania"
"488750","6552","12150","2356","46266","4298","71001","4420","81015","4950","83351","4486","35029","3097","61251","4802","16182","1916","18135","2162","30439","2726","20153","2432","13778","2105","0400000US44","Rhode Island"
"2126419","17004","66727","3906","194529","7015","304445","10004","354615","10455","323087","9575","142305","6096","301755","8625","70867","5131","72961","4608","168512","6402","87614","5429","39002","3549","0400000US45","South Carolina"
"406395","5422","34198","2880","91916","4535","80365","3959","71161","3425","48473","3417","18515","1771","29158","2431","4025","855","6168","1164","10746","1225","6538","1107","5132","915","0400000US46","South Dakota"
"2840805","17561","70302","4495","263259","9676","384303","12046","467290","12457","446673","11087","201314","7261","409488","12448","91940","5262","96939","5498","227511","7480","132086","5850","49700","4090","0400000US47","Tennessee"
"12164885","40641","321030","11819","1129307","23433","1608324","21852","1910251","23916","1743175","21544","735990","15570","1808090","25513","371830","10640","470422","13228","1047374","18677","734025","18018","285067","10795","0400000US48","Texas"
"1348172","10636","49019","4190","173342","6203","224178","7919","247472","7913","207254","7819","90336","5186","153348","7030","30778","3199","40078","3359","71381","4622","42801","3885","18185","1862","0400000US49","Utah"
"295813","4073","13328","1809","38163","3046","43963","3523","49632","3267","41323","3059","17382","2031","36163","2906","10172","1400","8925","1125","20172","1863","10864","1273","5726","858","0400000US50","Vermont"
"3941663","17944","94783","5602","304730","10730","467533","11504","588053","12197","571021","12588","257924","8557","580387","11970","132913","5933","170359","6340","359306","9771","287352","8594","127302","6050","0400000US51","Virginia"
"3256711","19521","88733","5295","290447","8479","406183","12338","497528","11631","456434","11341","213228","7229","438589","9649","101481","4988","138321","6958","296023","9767","223894","6768","105850","6501","0400000US53","Washington"
"696839","8687","27854","2497","79579","5303","106453","5352","112800","5818","91238","5400","48139","3027","81357","5535","20733","2240","23071","2477","47176","3559","35441","2874","22998","2297","0400000US54","West Virginia"
"2779087","13764","118956","5207","385847","8042","455692","8863","461193","9851","420865","9663","187049","6040","301703","7508","80137","4261","84312","4027","154535","5343","84732","3761","44066","2606","0400000US55","Wisconsin"
"267908","4845","23366","2398","60307","3695","62399","4427","49691","4697","24675","2278","8248","1411","11875","1735","1842","683","5033","1276","8982","1697","7150","1735","4340","1015","0400000US56","Wyoming"
"1000054","13192","20930","2341","67193","4579","111843","5898","154692","6508","144349","6006","55222","4256","164279","6846","23911","3009","42532","4075","92398","4453","89873","6418","32832","3217","0400000US72","Puerto Rico"
