"B08303_001E","B08303_001M","B08303_002E","B08303_002M","B08303_003E","B08303_003M","B08303_004E","B08303_004M","B08303_005E","B08303_005M","B08303_006E","B08303_006M","B08303_007E","B08303_007M","B08303_008E","B08303_008M","B08303_009E","B08303_009M","B08303_010E","B08303_010M","B08303_011E","B08303_011M","B08303_012E","B08303_012M","B08303_013E","B08303_013M","GEO_ID","NAME"
"1707742","12995","70000","3916","216149","7271","265990","7976","300439","8010","253218","7201","117784","5288","215654","7245","41102","2772","41313","2941","97557","4559","55981","3707","32555","2445","0400000US40","Oklahoma"
"1864753","15460","69332","4579","210239","7496","294167","10901","303960","10973","253579","8376","120186","4974","237720","8337","55736","4878","64787","4522","130754","5944","86233","4986","38060","3258","0400000US41","Oregon"
"5845541","25810","174672","7186","553465","13157","756601","15221","835652","13468","794631","12635","401224","11243","774845","16326","197529","6301","260632","8680","526957","9877","382433","10476","186900","8814","0400000US42","Pennsylvania"
"512710","7155","12671","2097","48201","4282","68894","4963","80446","5381","78039","4796","41312","3374","70451","4479","16278","2132","20771","2900","40582","4138","22662","2911","12403","2088","0400000US44","Rhode Island"
"2237131","20014","67359","5100","185072","8217","294918","11004","370209","11841","345623","11172","149746","7325","329816","11649","76906","5365","74719","4288","184833","7895","106424","6226","51506","4448","0400000US45","South Carolina"
"420853","5876","32210","2303","84454","4245","83941","4857","76953","4498","53304","3796","21962","2988","27147","2326","6025","1169","6711","1387","14277","1815","7106","1178","6763","1343","0400000US46","South Dakota"
"2998925","19737","76788","5240","268834","10010","394300","9825","487219","13280","463823","11853","221421","9557","420041","12895","95809","5793","109076","5487","247175","8800","151919","7434","62520","4534","0400000US47","Tennessee"
"12932465","48265","305647","11002","1141402","22888","1644099","23660","2000771","29464","1862016","25287","813995","18090","1952524","33179","404138","13590","515698","15222","1147710","21471","816621","18179","327844","12792","0400000US48","Texas"
"1465929","11472","57856","4972","176641","6133","246759","8685","248626","8027","226068","8280","97856","5882","171664","7053","33750","2833","43267","2918","87579","4784","50955","3510","24908","3021","0400000US49","Utah"
"301393","5093","12213","1574","33450","2508","46993","3656","48009","3084","42458","3141","21015","1721","36454","2718","9438","1372","10900","1583","21526","2169","13870","1655","5067","862","0400000US50","Vermont"
"4044679","18908","81541","6002","318095","9735","464607","13469","598280","15017","570837","14984","284185","10164","584991","13739","141495","6871","171602","6944","389094","10245","301947","9179","138005","7055","0400000US51","Virginia"
"3481251","22555","88373","6598","307571","10335","405405","13056","505883","12465","474369","11685","236353","9127","478642","13737","117565","6306","166593","9012","329245","10875","245917","8727","125335","6691","0400000US53","Washington"
"702086","10660","26662","2741","80149","4819","106219","4817","109586","5853","95673","5161","47189","3698","78676","4630","17829","2125","21563","2581","49325","3558","41812","3146","27403","2269","0400000US54","West Virginia"
"2808648","13663","118333","5102","365548","9606","448298","10473","469881","9126","412629","9676","198922","6224","309935","8857","85529","3760","94505","5318","161429","6341","93629","4507","50010","3214","0400000US55","Wisconsin"
"263524","4617","20543","2670","64799","4423","53292","3726","46264","4067","22214","3086","6119","1230","14962","2433","3071","794","4605","1255","10513","2224","9821","1780","7321","1398","0400000US56","Wyoming"
"997979","14297","21760","3363","57059","5483","110456","6028","148157","7691","150296","7238","55001","4751","161111","7008","25512","2942","52893","3890","85480","5930","92401","5342","37853","3459","0400000US72","Puerto Rico"
