"B08303_001E","B08303_001M","B08303_002E","B08303_002M","B08303_003E","B08303_003M","B08303_004E","B08303_004M","B08303_005E","B08303_005M","B08303_006E","B08303_006M","B08303_007E","B08303_007M","B08303_008E","B08303_008M","B08303_009E","B08303_009M","B08303_010E","B08303_010M","B08303_011E","B08303_011M","B08303_012E","B08303_012M","B08303_013E","B08303_013M","GEO_ID","NAME"
"2188433","17552","57417","4195","187870","7184","291015","10173","374673","11567","354320","10387","149658","6128","323576","10161","72119","4644","72214","5032","165011","7215","96556","5925","44004","3729","0400000US45","South Carolina"
"420447","6224","31268","2437","80209","3800","89722","4295","76573","4394","57514","3974","17971","2006","27344","2491","6567","1348","5925","1172","14097","1796","9033","1662","4224","979","0400000US46","South Dakota"
"2945982","20904","75138","5375","262325","9928","388680","10474","495782","12772","462648","11106","209731","9320","420763","12107","88330","5835","103080","5008","241290","8674","143344","6475","54871","4367","0400000US47","Tennessee"
"12644017","38490","302774","13882","1139423","21131","1645155","25953","1991021","27663","1812959","28400","791878","18195","1902186","26629","393098","11178","490912","12344","1123075","22136","764390","18604","287146","11206","0400000US48","Texas"
"1409910","10168","51796","3944","176971","6836","222000","7880","266038","7617","217459","7654","95449","5096","155151","6642","38627","3454","44667","3773","70741","4137","51867","3863","19144","1524","0400000US49","Utah"
"300134","4854","14450","1906","36260","2854","44567","3223","48993","2961","40086","2534","20266","1807","34764","3108","10784","1213","10445","1461","21365","1605","12615","1595","5539","986","0400000US50","Vermont"
"3984237","21788","84159","5802","290363","9780","465824","12340","606516","14567","554607","12641","272179","10353","583400","10914","138331","6196","179161","6954","390041","10060","297189","9233","122467","5853","0400000US51","Virginia"
"3420932","21213","85620","5108","312979","8835","416715","11101","495853","12924","466813","11865","223178","8199","470778","12793","113895","6277","155463","6663","310845","11098","252334","7895","116459","5306","0400000US53","Washington"
"702534","9738","24486","3012","75010","4165","105202","5194","114694","5156","102688","5457","43037","3315","76778","4520","18880","2411","22918","2695","51922","3731","38641","2820","28278","2755","0400000US54","West Virginia"
"2814056","13009","116393","4569","389453","9368","466299","10945","473066","9717","393418","8203","204089","5689","306855","8040","85484","3655","91294","4351","156014","4511","87368","3944","44323","2813","0400000US55","Wisconsin"
"266881","4500","24912","2933","65934","4483","64917","4396","44481","3899","19731","2307","6883","1406","13659","2306","4011","1084","2598","784","7650","1391","8136","1718","3969","839","0400000US56","Wyoming"
"958406","13448","16307","2609","57229","4442","106771","5726","137624","6721","144283","7631","47286","4645","162610","6488","26881","3049","48721","3780","78529","6229","91403","5693","40762","3622","0400000US72","Puerto Rico"
