"B08303_001E","B08303_001M","B08303_002E","B08303_002M","B08303_003E","B08303_003M","B08303_004E","B08303_004M","B08303_005E","B08303_005M","B08303_006E","B08303_006M","B08303_007E","B08303_007M","B08303_008E","B08303_008M","B08303_009E","B08303_009M","B08303_010E","B08303_010M","B08303_011E","B08303_011M","B08303_012E","B08303_012M","B08303_013E","B08303_013M","GEO_ID","NAME"
"822444","12039","33720","3668","107686","6033","131871","7073","150215","7589","122666","6183","45851","3476","99519","6216","18378","2139","18693","2024","46881","3763","32403","3249","14561","2009","0400000US35","New Mexico"
"9017667","32352","197470","8249","626381","14232","929769","17595","1035811","18330","1075637","17970","492174","12327","1255222","22356","274234","8759","470344","11312","985521","15432","1152373","19560","522731","12041","0400000US36","New York"
"4488673","24615","118916","5892","421883","12704","646454","13644","760277","13945","712208","12445","322260","8872","588962","13900","153335","6808","153595","7100","324319","9920","192658","7897","93806","6458","0400000US37","North Carolina"
"386382","4965","32490","2350","80887","4326","88008","4347","80712","4316","42239","3392","11381","1401","19359","1912","3257","751","4406","886","9764","1289","8136","1371","5743","1014","0400000US38","North Dakota"
"5243899","24264","181053","7021","569900","12685","750986","15180","848940","16748","844000","14258","434544","9555","655495","12540","174089","7164","185708","5349","336939","8466","177890","5929","84355","4970","0400000US39","Ohio"
"1670074","13269","68239","3893","221209","6779","280054","7695","286317","6899","263734","7695","102708","4722","202837","6444","38540","2584","39477","2544","90240","4474","46471","2939","30248","2618","0400000US40","Oklahoma"
"1809348","15751","62636","5258","210775","8182","280369","7227","292162","9463","261215","9130","109082","5396","223451","8962","45692","3491","64798","4739","135741","5256","84434","4920","38993","3719","0400000US41","Oregon"
"5755977","23064","180964","6704","555422","10322","749056","13295","845426","15754","811834","16549","384639","10573","762947","13775","185049","7186","250971","7991","504606","11098","360500","9142","164563","6852","0400000US42","Pennsylvania"
"498560","6966","11605","1826","49863","3717","75372","5334","80579","5516","75978","5236","33903","3371","65408","3647","15470","2103","20825","2301","32217","2927","25585","3152","11755","2064","0400000US44","Rhode Island"
"2154514","18764","65805","4963","188720","7066","294975","10657","384039","10610","347894","10819","137410","6014","312401","10340","65946","4490","67241","4510","156838","6374","93484","5975","39761","3460","0400000US45","South Carolina"
"410867","5468","35507","2708","81674","3818","81298","3947","74760","4145","54810","3908","16834","1861","27483","2274","5406","1077","6440","1134","13391","1693","8181","1381","5083","1081","0400000US46","South Dakota"
"2929040","19939","71765","5589","270774","9701","395189","11776","490679","12069","463057","11697","214372","9306","411561","11793","86378","5239","98680","5420","232109","9967","134768","7610","59708","5330","0400000US47","Tennessee"
"12388594","38008","305499","10955","1130236","19672","1642196","24866","1939218","24455","1793286","28015","765731","15112","1828693","25949","361372","10059","481863","12930","1091009","22862","773665","16950","275826","11251","0400000US48","Texas"
"1385412","9984","49030","3085","171658","6735","222745","7105","246527","7606","219859","7441","97576","4581","165117","6868","35810","3222","38364","3028","74863","4041","43872","3112","19991","2190","0400000US49","Utah"
"296342","4186","12598","1926","42487","3383","45258","3040","44255","2716","41791","2770","17127","1976","34689","2955","10153","1405","9521","1258","20266","1982","12664","1510","5533","899","0400000US50","Vermont"
"3969311","19151","92850","5240","311150","8565","478439","10709","576618","13062","554649","10763","269182","8462","582747","12388","137388","6375","166979","6438","388765","10491","281802","8818","128742","5676","0400000US51","Virginia"
"3341029","15853","87807","6009","288244","8597","425771","10498","486180","12866","467806","10633","222526","8656","463001","11431","106539","4908","151164","8379","304904","8311","236403","8405","100684","5512","0400000US53","Washington"
"688476","10334","29558","3254","80076","4825","94390","5533","114301","5724","94392","5168","41942","3795","77360","4986","18211","2220","23318","2747","49267","3610","39983","3323","25678","3072","0400000US54","West Virginia"
"2793418","11996","112676","5010","376431","8801","452705","8385","478891","9660","413273","9561","191451","5920","304150","7827","84010","4705","89863","4174","157766","5156","86835","4798","45367","2966","0400000US55","Wisconsin"
"264372","4806","24043","2889","62362","4273","65993","4500","40792","4196","20691","2543","5949","1113","12948","1816","2629","1050","4682","1247","9094","1542","9923","1910","5266","1170","0400000US56","Wyoming"
"957440","15933","17194","2877","58253","4533","121173","8021","151004","8016","137390","8424","53970","5420","151520","8672","25183","3074","48813","4935","77568","5287","85397","5367","29975","3861","0400000US72","Puerto Rico"
